http://data.cnr.it/sparql/	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://data.open.ac.uk/query	XMLStreamException: ParseError at [row,col]:[12080415,1]
Message: XML-Dokumentstrukturen müssen innerhalb derselben Entity beginnen und enden.
http://foreign.rkbexplorer.com/sparql	Failed when initializing the StAX parsing engine
http://landregistry.data.gov.uk/landregistry/sparql/sparql.html	Error making the query, see cause for details
http://id.ndl.go.jp/auth/ndla/	Endpoint returned Content-Type: text/plain which is not currently supported for SELECT queries
http://beta.sparql.uniprot.org	XMLStreamException: ParseError at [row,col]:[-82586528,6]
Message: XML-Dokumentstrukturen müssen innerhalb derselben Entity beginnen und enden.
http://api.kasabi.com/dataset/foodista/apis/sparql	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://lov.okfn.org/endpoint/lov	Endpoint returned Content-Type: text/plain which is not currently supported for SELECT queries
http://dwrgsweb-lb.rgs.mef.gov.it/DWRGSXL/pages/od/indexEndpoint.jsp	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://data.lenka.no/sparql	Error making the query, see cause for details
http://data.linkedct.org/sparql	Error making the query, see cause for details
http://api.kasabi.com/dataset/openflights-routes/apis/sparql	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://api.kasabi.com/dataset/bricklink/apis/sparql	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://www.zaragoza.es/datosabiertos/sparql?query=SELECT%2B*%2BWHERE%2B%7B%2B%0D%0A%2B%2B%3Fs%2Ba%2B%3Chttp%3A%2F%2Fidi.fundacionctic.org%2Fcruzar%2Fturismo%23Evento-de-zaragoza%3E%2B.%0D%0A%2B%2B%3Fs%2B%3Fp%2B%3Fo%2B.%2B%2B%0D%0A%7D&format=application/sparql-results%2Bjson	SERVICE URL overrides the 'query' SPARQL protocol parameter
http://data.nature.com/query	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://kasabi.com/dataset/brandweer-amsterdam-amstelland-dispatch-messages	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://data.bibsys.no/data/query_authority.html	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://dati.culturaitalia.it/sparql/index.jsp?locale=en	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://opendatacommunities.org/sparql	Error making the query, see cause for details
http://semantic-web-journal.com:3030/sparql.tpl	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://desaparecidos.ice.ufjf.br/index.php/sparql	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://oai.rkbexplorer.com/sparql/	Failed when initializing the StAX parsing engine
https://ckannet-storage.commondatastorage.googleapis.com/2014-05-27T19:10:22.652Z/dogdb-queries-tar.gz	Endpoint returned Content-Type: application/x-gzip which is not currently supported for SELECT queries
http://libver.math.auth.gr/sparql	Error making the query, see cause for details
http://kasabi.com/api/sparql-endpoint-foodista	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
http://api.kasabi.com/dataset/prelinger-archives/apis/sparql	Endpoint returned Content-Type: text/html which is not currently supported for SELECT queries
